Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
10/24  15:00:00,4.47302552,0.4850089938,0,0,2.949334422,0.579641265,3.528975687,0.579641265,0.1360534479,0.02945873885,0.3751640648,0.3831475814
10/24  16:00:00,4.419701946,0.5455205448,0,0,2.742565905,0.5617235912,3.304289496,0.5617235912,0.1700668353,0.03682342921,0.4350997485,0.4531964371
10/24  17:00:00,4.315276456,0.6698973716,0,0,2.347927574,0.5143147141,2.862242288,0.5143147141,0.2789095916,0.06039044285,0.542946891,0.5505612424
10/24  18:00:00,4.231494459,0.7831648471,0,0,2.014253323,0.4588531941,2.473106517,0.4588531941,0.5102005033,0.1104703102,0.4897477907,0.5977433373
10/24  19:00:00,4.10385769,0.8110540233,0,0,1.69230236,0.4045751995,2.09687756,0.4045751995,0.8027154916,0.1738066156,0.3932433575,0.6169886654
10/24  20:00:00,3.802814196,0.7610211896,0,0,1.380739309,0.3409509544,1.721690264,0.3409509544,0.8843475588,0.1914818815,0.3468685779,0.6381999142
10/24  21:00:00,3.3136289,0.6944075003,0,0,1.153807881,0.2881163466,1.441924228,0.2881163466,0.7414914151,0.1605501775,0.3261367735,0.6233003053
10/24  22:00:00,2.670666365,0.5800139062,0,0,0.9328848096,0.2355533312,1.168438141,0.2355533312,0.5578191832,0.1207808631,0.2640156425,0.5393865358
10/24  23:00:00,2.062799581,0.4581225563,0,0,0.734157119,0.1870589943,0.9212161133,0.1870589943,0.3877523504,0.08395743394,0.1809308202,0.468716863
10/24  24:00:00,1.458198044,0.326243488,0,0,0.5470129466,0.140858555,0.6878715016,0.140858555,0.1972775244,0.04271517698,0.1224076013,0.3877002397
10/25  01:00:00,1.156360274,0.2692156296,0,0,0.4165776095,0.1081747427,0.5247523523,0.1081747427,0.122448153,0.02651287625,0.1054510958,0.3569697964
10/25  02:00:00,0.9243653607,0.2562899829,0,0,0.285982533,0.07557891013,0.3615614431,0.07557891013,0.08163207865,0.01767525008,0.09043957272,0.3528310161
10/25  03:00:00,0.7646054662,0.262846852,0,0,0.1700162092,0.04565893355,0.2156751428,0.04565893355,0.08163207865,0.01767525008,0.08153251489,0.3478644798
10/25  04:00:00,0.6981822301,0.3101578886,0,0,0.1188005676,0.03167132692,0.1504718945,0.03167132692,0.08163207865,0.01767525008,0.09345315435,0.3347238525
10/25  05:00:00,0.7372539387,0.521381804,0,0,0.1007166759,0.02684668839,0.1275633643,0.02684668839,0.08843474571,0.01914818815,0.1083567232,0.3735249174
10/25  06:00:00,1.021531543,0.9104163032,0,0,0.1379183528,0.03675929301,0.1746776458,0.03675929301,0.1836722294,0.03976931438,0.1716150427,0.4315713103
10/25  07:00:00,1.558491781,1.015833727,0,0,0.2558747993,0.06818462296,0.3240594223,0.06818462296,0.3741470555,0.08101154877,0.2629709035,0.4585768514
10/25  08:00:00,1.723031987,0.9751262166,0,0,0.4581610678,0.1165690727,0.5747301405,0.1165690727,0.3333309697,0.0721739384,0.3348706987,0.3877002397
10/25  09:00:00,1.897235653,0.8677860438,0,0,0.7604070508,0.1813131376,0.9417201884,0.1813131376,0.163264137,0.03535050919,0.4067105628,0.3299642552
10/25  10:00:00,2.263948902,0.7447697735,0,0,1.072807361,0.2526011285,1.325408489,0.2526011285,0.1292507496,0.02798581883,0.4233533757,0.3377244682
10/25  11:00:00,2.620184612,0.6363092042,0,0,1.351928861,0.3107907757,1.662719637,0.3107907757,0.1292507496,0.02798581883,0.4421744695,0.3378279377
10/25  12:00:00,2.990328897,0.5564626429,0,0,1.673138383,0.3752806821,2.048419065,0.3752806821,0.1292507496,0.02798581883,0.432310149,0.3321371149
10/25  13:00:00,3.282290907,0.514535044,0,0,1.939286952,0.4290796772,2.368366629,0.4290796772,0.1292507496,0.02798581883,0.3928394794,0.3436222301
10/25  14:00:00,3.661913807,0.4772482413,0,0,2.268971938,0.4893432578,2.758315196,0.4893432578,0.1292507496,0.02798581883,0.3631650153,0.3629710277
10/25  15:00:00,3.96139951,0.4891436407,0,0,2.487210558,0.5301391185,3.017349677,0.5301391185,0.1360534479,0.02945873885,0.3751640648,0.3831475814
10/25  16:00:00,4.196274507,0.5514048589,0,0,2.545860341,0.5350017156,3.080862057,0.5350017156,0.1700668353,0.03682342921,0.4350997485,0.4531964371
10/25  17:00:00,4.340230025,0.6723646124,0,0,2.374962114,0.5122337431,2.887195857,0.5122337431,0.2789095916,0.06039044285,0.542946891,0.5505612424
10/25  18:00:00,4.120063909,0.7874429821,0,0,1.920137422,0.4415385456,2.361675967,0.4415385456,0.5102005033,0.1104703102,0.4897477907,0.5977433373
10/25  19:00:00,3.875342551,0.8161318649,0,0,1.496519119,0.3718433021,1.868362421,0.3718433021,0.8027154916,0.1738066156,0.3932433575,0.6169886654
10/25  20:00:00,3.544995241,0.7685850834,0,0,1.159853187,0.3040181219,1.463871308,0.3040181219,0.8843475588,0.1914818815,0.3468685779,0.6381999142
10/25  21:00:00,3.015665243,0.7033225328,0,0,0.9032781351,0.2406824369,1.143960572,0.2406824369,0.7414914151,0.1605501775,0.3261367735,0.6233003053
10/25  22:00:00,2.395495612,0.59030102,0,0,0.7054096803,0.1878577074,0.8932673877,0.1878577074,0.5578191832,0.1207808631,0.2640156425,0.5393865358
10/25  23:00:00,1.777080111,0.4672506904,0,0,0.5011220804,0.1343745628,0.6354966432,0.1343745628,0.3877523504,0.08395743394,0.1809308202,0.468716863
10/25  24:00:00,1.184244901,0.3349165379,0,0,0.3264097209,0.08750863819,0.4139183591,0.08750863819,0.1972775244,0.04271517698,0.1224076013,0.3877002397
10/26  01:00:00,0.8461623681,0.2774588098,0,0,0.1686393437,0.0459151031,0.2145544468,0.0459151031,0.122448153,0.02651287625,0.1054510958,0.3569697964
10/26  02:00:00,0.6753106253,0.262848993,0,0,0.08843353519,0.02407317253,0.1125067077,0.02407317253,0.08163207865,0.01767525008,0.09043957272,0.3528310161
10/26  03:00:00,0.5539086343,0.4497160885,0,0.1794738962,0,0.004978310878,0.004978310878,0.004978310878,0.08163207865,0.01767525008,0.08153251489,0.3478644798
10/26  04:00:00,0.561815334,0.8288823468,0,0.5085015927,0,0.01410499836,0.01410499836,0.01410499836,0.08163207865,0.01767525008,0.09345315435,0.3347238525
10/26  05:00:00,0.6248451616,1.077540261,0,0.5463404896,0,0.01515458716,0.01515458716,0.01515458716,0.08843474571,0.01914818815,0.1083567232,0.3735249174
10/26  06:00:00,0.8605826106,1.416948013,0,0.4949360974,0,0.01372871382,0.01372871382,0.01372871382,0.1836722294,0.03976931438,0.1716150427,0.4315713103
10/26  07:00:00,1.239650265,1.2157034,0,0.1881115739,0,0.005217905861,0.005217905861,0.005217905861,0.3741470555,0.08101154877,0.2629709035,0.4585768514
10/26  08:00:00,1.44169237,0.984746453,0,0,0.2334796062,0.05991091744,0.2933905236,0.05991091744,0.3333309697,0.0721739384,0.3348706987,0.3877002397
10/26  09:00:00,1.596627027,0.8743119355,0,0,0.5168408202,0.124270743,0.6411115632,0.124270743,0.163264137,0.03535050919,0.4067105628,0.3299642552
10/26  10:00:00,2.215289583,0.7473062834,0,0,1.040682689,0.2360664811,1.27674917,0.2360664811,0.1292507496,0.02798581883,0.4233533757,0.3377244682
10/26  11:00:00,2.735962843,0.6330197693,0,0,1.45997178,0.3185260877,1.778497867,0.3185260877,0.1292507496,0.02798581883,0.4421744695,0.3378279377
10/26  12:00:00,3.252891818,0.5499446539,0,0,1.905764178,0.405217808,2.310981986,0.405217808,0.1292507496,0.02798581883,0.432310149,0.3321371149
10/26  13:00:00,3.800169565,0.5066316328,0,0,2.390905175,0.4953401121,2.886245287,0.4953401121,0.1292507496,0.02798581883,0.3928394794,0.3436222301
10/26  14:00:00,4.21426102,0.4692940068,0,0,2.744740699,0.5659217094,3.310662408,0.5659217094,0.1292507496,0.02798581883,0.3631650153,0.3629710277
10/26  15:00:00,4.475588016,0.4831027825,0,0,2.925500804,0.6060373794,3.531538183,0.6060373794,0.1360534479,0.02945873885,0.3751640648,0.3831475814
10/26  16:00:00,4.475746916,0.5457952993,0,0,2.771284653,0.5890498135,3.360334466,0.5890498135,0.1700668353,0.03682342921,0.4350997485,0.4531964371
10/26  17:00:00,4.31090156,0.6741307467,0,0,2.330040899,0.5278264938,2.857867393,0.5278264938,0.2789095916,0.06039044285,0.542946891,0.5505612424
10/26  18:00:00,4.176897279,0.7892230585,0,0,1.959080839,0.4594284984,2.418509337,0.4594284984,0.5102005033,0.1104703102,0.4897477907,0.5977433373
10/26  19:00:00,3.960829983,0.81781655,0,0,1.56551051,0.3883393428,1.953849853,0.3883393428,0.8027154916,0.1738066156,0.3932433575,0.6169886654
